"subject" "activity" "TimeBodyAccelerometer.mean...X" "TimeBodyAccelerometer.mean...Y" "TimeBodyAccelerometer.mean...Z" "TimeGravityAccelerometer.mean...X" "TimeGravityAccelerometer.mean...Y" "TimeGravityAccelerometer.mean...Z" "TimeBodyAccelerometerJerk.mean...X" "TimeBodyAccelerometerJerk.mean...Y" "TimeBodyAccelerometerJerk.mean...Z" "TimeBodyGyroscope.mean...X" "TimeBodyGyroscope.mean...Y" "TimeBodyGyroscope.mean...Z" "TimeBodyGyroscopeJerk.mean...X" "TimeBodyGyroscopeJerk.mean...Y" "TimeBodyGyroscopeJerk.mean...Z" "TimeBodyAccelerometerMagnitude.mean.." "TimeGravityAccelerometerMagnitude.mean.." "TimeBodyAccelerometerJerkMagnitude.mean.." "TimeBodyGyroscopeMagnitude.mean.." "TimeBodyGyroscopeJerkMagnitude.mean.." "FrequencyBodyAccelerometer.mean...X" "FrequencyBodyAccelerometer.mean...Y" "FrequencyBodyAccelerometer.mean...Z" "FrequencyBodyAccelerometer.meanFreq...X" "FrequencyBodyAccelerometer.meanFreq...Y" "FrequencyBodyAccelerometer.meanFreq...Z" "FrequencyBodyAccelerometerJerk.mean...X" "FrequencyBodyAccelerometerJerk.mean...Y" "FrequencyBodyAccelerometerJerk.mean...Z" "FrequencyBodyAccelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscope.mean...X" "FrequencyBodyGyroscope.mean...Y" "FrequencyBodyGyroscope.mean...Z" "FrequencyBodyGyroscope.meanFreq...X" "FrequencyBodyGyroscope.meanFreq...Y" "FrequencyBodyGyroscope.meanFreq...Z" "FrequencyBodyAccelerometerMagnitude.mean.." "FrequencyBodyAccelerometerMagnitude.meanFreq.." "FrequencyBodyAccelerometerJerkMagnitude.mean.." "FrequencyBodyAccelerometerJerkMagnitude.meanFreq.." "FrequencyBodyGyroscopeMagnitude.mean.." "FrequencyBodyGyroscopeMagnitude.meanFreq.." "FrequencyBodyGyroscopeJerkMagnitude.mean.." "FrequencyBodyGyroscopeJerkMagnitude.meanFreq.." "Angle.TimeBodyAccelerometerMean.Gravity." "Angle.TimeBodyAccelerometerJerkMean..GravityMean." "Angle.TimeBodyGyroscopeMean.GravityMean." "Angle.TimeBodyGyroscopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean." "TimeBodyAccelerometer.std...X" "TimeBodyAccelerometer.std...Y" "TimeBodyAccelerometer.std...Z" "TimeGravityAccelerometer.std...X" "TimeGravityAccelerometer.std...Y" "TimeGravityAccelerometer.std...Z" "TimeBodyAccelerometerJerk.std...X" "TimeBodyAccelerometerJerk.std...Y" "TimeBodyAccelerometerJerk.std...Z" "TimeBodyGyroscope.std...X" "TimeBodyGyroscope.std...Y" "TimeBodyGyroscope.std...Z" "TimeBodyGyroscopeJerk.std...X" "TimeBodyGyroscopeJerk.std...Y" "TimeBodyGyroscopeJerk.std...Z" "TimeBodyAccelerometerMagnitude.std.." "TimeGravityAccelerometerMagnitude.std.." "TimeBodyAccelerometerJerkMagnitude.std.." "TimeBodyGyroscopeMagnitude.std.." "TimeBodyGyroscopeJerkMagnitude.std.." "FrequencyBodyAccelerometer.std...X" "FrequencyBodyAccelerometer.std...Y" "FrequencyBodyAccelerometer.std...Z" "FrequencyBodyAccelerometerJerk.std...X" "FrequencyBodyAccelerometerJerk.std...Y" "FrequencyBodyAccelerometerJerk.std...Z" "FrequencyBodyGyroscope.std...X" "FrequencyBodyGyroscope.std...Y" "FrequencyBodyGyroscope.std...Z" "FrequencyBodyAccelerometerMagnitude.std.." "FrequencyBodyAccelerometerJerkMagnitude.std.." "FrequencyBodyGyroscopeMagnitude.std.." "FrequencyBodyGyroscopeJerkMagnitude.std.."
"SITTING" "WALKING_DOWNSTAIRS" 0.275659356222222 -0.01741529764 -0.10847504252 -0.00344579133333334 0.662456940708889 0.352363715844444 0.0792642416222222 0.00354584978222222 -0.0153600418069 -0.02496330584 -0.0718636640222222 0.130896834866667 -0.1011621458 -0.0387986307533333 -0.0738627283333333 -0.907967802222222 -0.907967802222222 -0.930747223111111 -0.911213938444444 -0.956926702666667 -0.935902992222222 -0.88784233 -0.913779035555556 -0.088363958 0.219465579397778 0.210651918504444 -0.936921809111111 -0.910455694666667 -0.944516031111111 0.15551875158 -0.0470717943088889 -0.0209876014533333 -0.926025962222222 -0.944449170666667 -0.917782116 -0.04585815542 -0.0837768874866667 0.0860184378217778 -0.909364264444444 0.179347340044444 -0.923964873333333 0.203756298148889 -0.932416414444444 -0.0474743350466667 -0.958105954666667 0.124837657635556 0.0225815366636667 -0.0112642579335556 0.0767685418666667 0.0276902999555556 0.172902951111111 -0.490254662711111 -0.242556705955556 -0.936349572888889 -0.882654489111111 -0.900132929333333 -0.980102778 -0.975515084 -0.951013779555556 -0.935595212444444 -0.901065473555556 -0.947698214222222 -0.941493536888889 -0.941926623333333 -0.920866226444444 -0.93610934 -0.963452511111111 -0.949466548222222 -0.903747746 -0.903747746 -0.918202936666667 -0.919233343555556 -0.952999363333333 -0.936650207777778 -0.886836053111111 -0.900229261333333 -0.940231792 -0.897886000817778 -0.949548920444444 -0.946538093111111 -0.941393526666667 -0.929306524666667 -0.915432759333333 -0.911182528444444 -0.924725227555556 -0.950170510888889
"SITTING" "WALKING_UPSTAIRS" 0.271071282692308 -0.0182839748438462 -0.105809800442308 0.616226751730769 0.0594139067307692 0.0388669648846154 0.07038570585 0.00833005867884615 0.0124509754117308 -0.0320073481230769 -0.0639500241442308 0.0914953669884615 -0.0938459235961538 -0.0411319933730769 -0.0483245228409615 -0.459061852307692 -0.459061852307692 -0.480470693653846 -0.610753796923077 -0.696349743269231 -0.497493285134615 -0.343202647442308 -0.578978184230769 -0.183052574940385 0.196371562451923 0.0816102603557692 -0.485106442461538 -0.386885991865385 -0.653424124423077 -0.089149467 -0.176747166557692 -0.246413451423077 -0.586585448269231 -0.697569758846154 -0.584288457115385 0.00876129741923077 -0.0591680783019231 0.0114655712730769 -0.478562538307692 0.156216419098077 -0.412489871942308 -0.0147423735076923 -0.693479566346154 0.150996562192308 -0.730502285 0.0941511655769231 0.07502973415 -0.0356592776921154 0.0906417813211538 -0.0595157829038462 -0.408834026923077 -0.000497454423076926 -0.0118422955192308 -0.531193083076923 -0.333929551146154 -0.559471647307692 -0.981206380576923 -0.968940073461538 -0.957249304038462 -0.46508904375 -0.320973170198077 -0.664343627115385 -0.683974198269231 -0.695741128461538 -0.622992443076923 -0.559064173076923 -0.761310985192308 -0.667668235 -0.508491543461538 -0.508491543461538 -0.381763458421154 -0.686131216153846 -0.706183483461538 -0.545851424615385 -0.372024815078846 -0.583943438846154 -0.492235754807692 -0.295137481951923 -0.674068333269231 -0.715508469230769 -0.697197889423077 -0.671559595961538 -0.603425019423077 -0.349233695782692 -0.736331845576923 -0.697383518076923
"STANDING" "LAYING" 0.271164905192308 -0.0174488048346154 -0.108470070634615 -0.0543618373076923 0.571752874230769 0.511492342307692 0.0764320875769231 0.0112723718738462 -0.00175742998994231 -0.0275545131277769 -0.0847043822115385 0.105351273230769 -0.0983268948653846 -0.0377126993871154 -0.0604667560192308 -0.972343445961538 -0.972343445961538 -0.984802652115385 -0.960981298076923 -0.987782192692308 -0.981315352692308 -0.967382676730769 -0.973828524615385 -0.107979627488462 0.153574497173077 0.130235845957308 -0.984424427692308 -0.975516145961538 -0.983603383846154 0.158420174980769 -0.0442414995565385 0.0251199866470577 -0.979603623461539 -0.972507090769231 -0.967020414038462 0.0274981799496154 -0.190650935194231 -0.0238174565038462 -0.969639833269231 0.143037463673077 -0.980445073076923 0.192854932228846 -0.966781919615385 -0.0408646477134615 -0.984332874615385 0.0400006225961538 0.020000836 0.0343208033884615 0.036710443125 0.0453050284615385 0.191473792692308 -0.359185853903846 -0.364321934423077 -0.980734059230769 -0.966301832307692 -0.96623817 -0.976611816346154 -0.987210057692308 -0.976908645 -0.9846464025 -0.975321851153846 -0.986081057115385 -0.983797965576923 -0.968547854615385 -0.966727734807692 -0.985535199230769 -0.985257089038462 -0.983846820192308 -0.962192531153846 -0.962192531153846 -0.980234846923077 -0.95652208 -0.982706877884615 -0.980648708076923 -0.967159857307692 -0.964226776730769 -0.986340069423077 -0.976887965 -0.9872002025 -0.985181970961538 -0.966651288269231 -0.969694868653846 -0.963622623846154 -0.978765876923077 -0.957500246538462 -0.981625454230769
"STANDING" "SITTING" 0.273862340681818 -0.0141529840977273 -0.108386670545455 0.490064497727273 0.382983312954545 0.498900467068182 0.0735149079795454 0.0161017242859091 0.008230362715 -0.0244283665090909 -0.031052734 0.0921618835143182 -0.0947907158204545 -0.0459185752954545 -0.0574684432909091 -0.952461732727273 -0.952461732727273 -0.986390359090909 -0.905818591363636 -0.989010600227273 -0.978845645909091 -0.953896679318182 -0.963859739772727 -0.353024345756818 -0.0351450852179545 0.0206810392636364 -0.987445926363636 -0.978411276590909 -0.985224661590909 0.0943270138659091 -0.0542349137727273 0.0347057013113636 -0.965460166818182 -0.962663130681818 -0.968842133409091 -0.0627963389977273 -0.408345716431818 -0.144816479738636 -0.960451152045455 -0.0568836792255455 -0.985196969090909 0.324296398943182 -0.951370027727273 -0.2375661695 -0.988065425681818 0.131107411511364 0.0178839652590909 -0.0112603090386364 0.0288844968256818 0.0105791833181818 -0.224411477409091 -0.200647375431818 -0.353081471363636 -0.974780648636364 -0.935526710681818 -0.9456006925 -0.966646177272727 -0.954921112272727 -0.948813099772727 -0.987720053863636 -0.978919328181818 -0.987844434318182 -0.963528335 -0.949820155454545 -0.960339428863636 -0.986811841590909 -0.988224627045455 -0.988502158409091 -0.947123012045455 -0.947123012045455 -0.98597843 -0.923843231363636 -0.987818479545455 -0.973151155681818 -0.930842079090909 -0.940105312727273 -0.989199765227273 -0.981214662045455 -0.989204734318182 -0.963765750454545 -0.943625304090909 -0.961504623863636 -0.947888677727273 -0.985880053863636 -0.921317757727273 -0.988081603863636
"STANDING" "STANDING" 0.275209461071429 -0.0182135997142857 -0.108383783892857 0.772115091071429 -0.00524336589285714 0.3074334275 0.0774891346607143 0.00939617920303571 -0.00138752544582143 -0.0262040698839286 -0.0787164619821429 0.0890777641428571 -0.0998510790482143 -0.0398948554107143 -0.0546140984433929 -0.967392545178571 -0.967392545178571 -0.986028289464286 -0.950719915178571 -0.989315802857143 -0.986025022142857 -0.962837846964286 -0.974326975714286 -0.0479872919035714 0.0159479351517857 0.067512124625 -0.986913121428571 -0.978024010892857 -0.985945962321429 0.188598915460714 -0.0723499449142857 0.0582710160910714 -0.962642681785714 -0.979056073035714 -0.970347421607143 -0.146550348471429 -0.307048491675 -0.0902273904017857 -0.972303034464286 0.0352218888392857 -0.984835736964286 0.324343461410714 -0.966279038392857 -0.198824882939286 -0.989071546964286 0.122986625653571 0.0319516226589286 -0.0155676137428571 -0.0400912549641071 0.0517024479107143 -0.558601432035714 0.0821833857142857 -0.209744103357143 -0.986746898214286 -0.956068479642857 -0.962537296785714 -0.985193727857143 -0.97534392 -0.965677895357143 -0.986862854464286 -0.978037451607143 -0.988226365892857 -0.96228949625 -0.973610636071429 -0.96687913875 -0.983154540535714 -0.990709204821429 -0.988044980892857 -0.965950199821429 -0.965950199821429 -0.985742423035714 -0.950518099642857 -0.988826152678571 -0.987150039285714 -0.9547977375 -0.958861812678571 -0.988027785892857 -0.979744656071429 -0.989162490714286 -0.9628501125 -0.970894679464286 -0.968856072678571 -0.967074111428571 -0.985881216785714 -0.949608972142857 -0.988995303392857
"STANDING" "WALKING" 0.27423823875 -0.0178696717178571 -0.113764634089286 -0.172022843035714 0.353055312678571 0.450371801178571 0.0780853234285714 0.000231901773241428 -0.00420877887485714 -0.0350438960044643 -0.0802704277267857 0.100621241767857 -0.0855126035714286 -0.0421718857357143 -0.0584392548035714 -0.632574678328571 -0.632574678328571 -0.6318899112 -0.624880206385714 -0.749643521071429 -0.647922412107143 -0.594006982812857 -0.735528589464286 -0.299896816611071 0.224482948691429 0.296831398982143 -0.630456461591071 -0.654221157546429 -0.752235204107143 -0.025780563125 -0.0834346150589286 0.0552938430785714 -0.588362800732143 -0.731161772321429 -0.664497616136071 0.152840671339286 -0.192179444946429 -0.0390856483 -0.648781613017321 0.171416953732143 -0.638418986303571 0.1949101952875 -0.697350840928571 0.119679982892857 -0.775972751428571 0.0884580888357143 -0.0311134610303571 0.0149862697732143 -0.0105923145714286 -0.0660059753035714 0.250960310535714 -0.188697774642857 -0.324816412839286 -0.661754000803571 -0.591386433416964 -0.739199473428571 -0.966642340892857 -0.9784919625 -0.973629183035714 -0.608706497321429 -0.629158933480357 -0.766759644464286 -0.670015820642857 -0.715879480178571 -0.680582673875 -0.625300719035714 -0.814540271785714 -0.749957992321429 -0.687295315660714 -0.687295315660714 -0.650939561875 -0.660863616285714 -0.780188627678571 -0.6688550638875 -0.615725180276786 -0.762438148035714 -0.621158731280357 -0.626526932764286 -0.779773214464286 -0.69656125125 -0.709932928571429 -0.715646443392857 -0.761205105357143 -0.668699166185714 -0.694996474803571 -0.802156886428571
"STANDING" "WALKING_DOWNSTAIRS" 0.277861504680851 -0.0167800861659574 -0.125995959255319 0.557750686595745 -0.0360777523404255 0.0875095486808511 0.0616148091659574 0.00197478932340426 -0.00175159533617021 -0.0632359006297872 -0.0584748853446809 0.0733081641276596 -0.0998606924085106 -0.0194928091446809 -0.033877851012766 -0.00929931348085107 -0.00929931348085107 -0.100958977751064 -0.10237805212766 -0.367077119851064 -0.104080500668085 0.0168432474468085 -0.32123482672234 -0.310485743021277 0.0707395788104255 0.284945656340426 -0.119231849499149 -0.135107776142553 -0.36577980306383 -0.217692020106383 -0.328269723448936 -0.0210533033893617 -0.00680039840425532 -0.344595807819149 -0.186176279968085 0.00640761405744681 -0.103878112095745 0.0263196049042553 -0.0617144607382979 0.156757003876596 -0.0813937785744681 0.111568549553191 -0.285889719597872 0.074188643893617 -0.451308315021277 0.155234167553191 -0.0380832148631915 0.0152212778297872 0.0916035144680851 0.00318881995744681 -0.425495312978723 0.0985360865957447 -0.0487659955744681 -0.0693544287321277 0.0351492440851064 -0.344793148408511 -0.935943781702128 -0.944441118297872 -0.927212787021277 -0.0567609411019149 -0.0812860897659575 -0.408685954717021 -0.187513551638298 -0.361650159078936 -0.296950715917021 -0.175838992025532 -0.493819885212766 -0.331391844369574 -0.155717379361702 -0.155717379361702 -0.113825167168085 -0.2151111581 -0.463135161753191 -0.0573226104808511 -0.0214687135744681 -0.414502073731915 -0.0758998465829787 -0.0847896094293617 -0.450027117574468 -0.247627322360851 -0.379368972744681 -0.402935432382979 -0.348304348617021 -0.165521414829787 -0.303606172359574 -0.518677925702128
"STANDING" "WALKING_UPSTAIRS" 0.267020465361702 -0.0212888973461915 -0.127213877378255 0.895180121702128 -0.269433855744681 -0.118292498229149 0.104618843217021 -0.00761448790638298 -0.0243160697659574 -0.0856780860468085 -0.0483168508234043 0.102505064148936 -0.0394291672553191 -0.0476480247021277 -0.0797781323638298 0.261579688821489 0.261579688821489 0.139027572765957 0.159492828085106 -0.121268063846809 0.104766116093617 0.213425289978723 -0.053524475106383 -0.330670670829787 0.0289947147 0.21368401097234 0.0739496487319149 0.0321808966382979 -0.112887257510638 -0.238549795680851 -0.35590922787234 -0.0708166115531915 0.196036597587234 -0.0231110469319149 0.00265907979361702 -0.0716777617242553 -0.0480198591276596 0.0569764089780851 0.184188542023404 0.214312964076596 0.136575171152766 0.210294682042553 -0.0269891583106383 0.123586223823404 -0.201587097914894 0.210183342382979 -0.0187153744787234 -0.0554691136382979 0.155502566957447 -0.0585256788085106 -0.706201191914894 0.271566528723404 0.105900842468085 0.182433391180851 0.265532113765957 -0.0774380171702128 -0.92387257787234 -0.919696110638298 -0.887716686595745 0.140263472110638 0.100346160870213 -0.179217969085106 -0.0314980827914894 -0.0349623335957447 -0.13905459412766 0.0199873207404255 -0.216637356842553 -0.14512905563617 0.0621411758495745 0.0621411758495745 0.0534753630425532 0.0172375960702128 -0.210874791255319 0.210072606153191 0.209979168914894 -0.171385959785106 0.106739137829787 0.101328235231915 -0.245224344780638 -0.106739311914894 -0.0552863331489362 -0.272964572468085 -0.180640003446809 -0.0728592543702128 -0.136528279246809 -0.281089528765957
"WALKING" "LAYING" 0.27691963896 -0.01876841351 -0.1189825022 0.7945208862 -0.12276463148 -0.1118619466 0.0950945657 -0.005590970362 -0.024233829626 -0.033660171628 -0.08148290228 0.088158423998 -0.1015325308502 -0.05001958741 -0.0489388912194 -0.1009702266278 -0.1009702266278 -0.34512704626 -0.4277905326 -0.6673852084 -0.221075709582 -0.3066102285 -0.21661934595 -0.42930818122 -0.051331733144 0.031943243526 -0.3593638264 -0.4519896308 -0.38281285196 -0.342120986066 -0.40417254084 -0.375603928164 -0.5419029882 -0.5724110134 -0.4696329686 -0.2335081213 -0.04697359964 -0.12618895045 -0.19477267824 0.040478184636 -0.288695124513 0.0367604914188 -0.6021732184 0.01624554066 -0.6816289394 0.073371579506 -0.05808795702 0.02234839814 0.0881876471846 0.00273262457 -0.6049493596 0.16944579638 0.0835053732 -0.145152353546 -0.28966178878 -0.15484828045 -0.9650221892 -0.9637414904 -0.9182749656 -0.32254515836 -0.4260512908 -0.420728300262 -0.5746158922 -0.5918795836 -0.4876829542 -0.6905444328 -0.6704750576 -0.6077791402 -0.20831714914 -0.20831714914 -0.294271326878 -0.5474519442 -0.6795186248 -0.1185809256276 -0.32639907663 -0.189591963326 -0.344925193736 -0.4370068432 -0.45733695572 -0.58913797 -0.609452897 -0.5433682018 -0.34126826928 -0.30709236294 -0.59075989956 -0.6995833508
"WALKING" "SITTING" 0.279345167659574 -0.0189742172534043 -0.106542568234043 0.636105154680851 -0.196322848851064 0.0361477472340426 0.0852828681489362 0.0141210365129787 0.0112016705959574 -0.00767479386680851 -0.0895298839 0.0828716535531915 -0.100516632776596 -0.036217543312766 -0.0555236783106383 -0.419391491276596 -0.419391491276596 -0.497846063829787 -0.593730929574468 -0.74665363106383 -0.526571612978723 -0.444477566808511 -0.415437056382979 -0.383522479489362 -0.043876876987234 0.0670100615878723 -0.565144333404255 -0.554719745957447 -0.548490802340426 -0.265413220212766 -0.339932053840426 -0.333083692234043 -0.686537239361702 -0.709717926170213 -0.553384034042553 -0.184583016131915 -0.122853072191489 -0.183174637510426 -0.532270973191489 0.0978477149148936 -0.509842386595745 0.104560236491489 -0.734042961914894 0.0998068203191489 -0.779518703191489 0.0664689566808511 0.00716373145787234 -0.0339568128297872 -0.0603873526021277 0.0408226075957447 -0.439206226595745 0.22220472287234 -0.0418006074468085 -0.53651805212766 -0.439212547021277 -0.351852181553191 -0.972444698297872 -0.969468289574468 -0.966639090851064 -0.52829862787234 -0.529244907446809 -0.563679145744681 -0.729071507659575 -0.708952908723404 -0.502787368723404 -0.743213854893617 -0.780621647659574 -0.661556547446808 -0.576895023829787 -0.576895023829787 -0.531103250212766 -0.728104617446809 -0.78219376106383 -0.540754418085106 -0.472051140425532 -0.368289942148936 -0.531940783191489 -0.533621506808511 -0.577329867021277 -0.743382696595745 -0.711286586170213 -0.533050299148936 -0.67040517 -0.562993106382979 -0.772180520638298 -0.801447210851064
"WALKING" "STANDING" 0.271259686037736 -0.0177595360290566 -0.10638483054717 -0.0249844298679245 0.0231251676792453 0.771062527358491 0.0771923988867925 0.0148813517498113 -0.00294262125198113 -0.0199255440377358 -0.0978711175849057 0.0893703550188679 -0.106723119849057 -0.0378610405886792 -0.0537005396226415 -0.956413259622642 -0.956413259622642 -0.979530644150943 -0.956305125849057 -0.987893499433962 -0.974205480943396 -0.962751998301887 -0.964838611509434 -0.27693244790566 -0.157185189245283 0.107671968913208 -0.98151460490566 -0.979564636226415 -0.977407475471698 0.0993199564358491 -0.00660573186811321 0.0840370477377358 -0.973069943584906 -0.977079259622642 -0.977892868490566 -0.0788655413773585 -0.186271401113208 0.106047852564151 -0.965453345849057 -0.0730487011320755 -0.979979609622642 0.379617905566038 -0.972545640754717 -0.060775509490566 -0.987075449433962 0.160552661998302 0.0520250190113208 0.0313351812792453 0.0262353667150943 0.0601175728490566 0.208447635849057 0.0667952947169811 -0.645612679811321 -0.96809402 -0.943959421320755 -0.954148431509434 -0.971067799245283 -0.975271998113208 -0.97075462754717 -0.979724511132075 -0.978398199622642 -0.980008753018868 -0.975569473396226 -0.97327651 -0.975730724528302 -0.983375185849057 -0.987130357924528 -0.988380117358491 -0.956983686603774 -0.956983686603774 -0.980486666037736 -0.965652121132075 -0.986545863773585 -0.966007556792453 -0.938936963962264 -0.951158036981132 -0.979665603396226 -0.97870446754717 -0.981155400188679 -0.976606862264151 -0.971551403962264 -0.977302451509434 -0.958205944339623 -0.980129710943396 -0.967244930377358 -0.986459958113208
"WALKING" "WALKING" 0.273610687989474 -0.0153028024071579 -0.119022382621053 0.882465659578947 -0.0189956395789474 -0.2731586388 0.0708452402810526 0.00895225547515789 0.0141352370831579 0.0342854418368421 -0.0496421035168421 0.0334286149252632 -0.127378840434211 -0.0402911240998947 -0.0502311715852632 -0.352520747263158 -0.352520747263158 -0.560912567 -0.49712739831579 -0.778206446210526 -0.522465151768421 -0.443044689612211 -0.461701594939158 -0.315431191873684 -0.101272650136842 -0.147036482263158 -0.590199912315789 -0.574770304294737 -0.627406389294737 -0.152785056831579 -0.343970750949474 -0.360582625571579 -0.63019151532 -0.704833843157895 -0.611378487789474 -0.322145842087368 -0.244370429192632 -0.28978604892 -0.440458932592632 -0.0535044855947368 -0.54197596464 0.156803421566316 -0.697909222631579 -0.210579103694737 -0.804838117684211 0.16554104748 -0.0247865385031579 0.0340294115757895 -0.161085744736842 0.0824340409684211 -0.673556076631579 0.0966492704852632 0.216692628473684 -0.436071018105263 -0.396283057892632 -0.33609452524 -0.963955542105263 -0.950134644947368 -0.930647829157895 -0.564213599178947 -0.549438143305263 -0.655811012421053 -0.626428071157895 -0.682412019578947 -0.557319643515789 -0.766919055263158 -0.796494208315789 -0.763908739894737 -0.417401029084211 -0.417401029084211 -0.553459523067368 -0.626713219052632 -0.813741242947368 -0.406264424421053 -0.412471511936842 -0.325000813106316 -0.576422811721895 -0.552438688069474 -0.683065290631579 -0.631276113894737 -0.674005258736842 -0.583421814052632 -0.495636062190526 -0.572233747923158 -0.647417767894737 -0.839665365052632
"WALKING" "WALKING_DOWNSTAIRS" 0.28025753755102 -0.0152443743795918 -0.104200497734694 0.935896376734694 -0.0115206613061225 -0.127121074918367 0.0744479366122449 0.0124919087305918 -0.00368500453408163 -0.0297755423469388 -0.0796709120408163 0.0890456382081633 -0.0995853516734694 -0.0387113534697959 -0.0549302152734694 -0.969110000816326 -0.969110000816326 -0.98858811122449 -0.967325336734694 -0.993244516530612 -0.989379955714286 -0.962736507142857 -0.973027332653061 -0.0107254684877551 0.0630538771416327 0.0680421710612245 -0.990227735510204 -0.981013959387755 -0.985860690408163 0.215592044857143 0.0113039923489796 0.00429240508571429 -0.97465817755102 -0.983131993877551 -0.981045649795918 -0.0286124944428571 -0.2215283274 0.00754830893877551 -0.968496571836735 0.0836129257163265 -0.985272610816327 0.293772012857143 -0.975750964489796 -0.0803992627959184 -0.991796009591837 0.209881732812245 0.00569595463918367 0.0129678869183673 0.0232232495102041 0.0355046162632653 -0.780840049183673 0.0916345613673469 0.111163011489796 -0.989998413673469 -0.950587365102041 -0.959600607755102 -0.987897778367347 -0.971309063061224 -0.964250737142857 -0.990163978571429 -0.981204027142857 -0.987791629183673 -0.975076397346939 -0.97917290244898 -0.979155145102041 -0.988247351020408 -0.992964563673469 -0.992048393877551 -0.955770430408163 -0.955770430408163 -0.985098543469388 -0.964495712244898 -0.9910444 -0.990343197755102 -0.947761177346939 -0.955639991428571 -0.99100668877551 -0.982923945306122 -0.988312889387755 -0.975589899795918 -0.97717276122449 -0.980380073265306 -0.956170551836735 -0.983638936938775 -0.963792787959184 -0.990416534897959
"WALKING" "WALKING_UPSTAIRS" 0.277068529056604 -0.017269475445283 -0.106081354433962 0.907284107924528 -0.168875811188679 -0.0383102649433962 0.0751451756226415 0.00971987818943396 -0.00298217693924528 -0.0355687609849057 -0.0587871354528302 0.0916992316415094 -0.0960495096603774 -0.043194959 -0.0571747721320755 -0.987144098490566 -0.987144098490566 -0.992164126981132 -0.974398140566038 -0.995805310943396 -0.993385031698113 -0.980709431132075 -0.985628245660377 -0.0194153560226415 0.148204910362264 0.183981758169811 -0.994075273773585 -0.98641812245283 -0.989161118679245 0.236436333186792 0.0425925925062264 0.0760622468584906 -0.986018960566038 -0.987941627169811 -0.988780373018868 0.0168452493962264 -0.125520279283019 0.190607805415094 -0.987182469245283 0.24829412809434 -0.991366622075472 0.406721192698113 -0.984225330566038 -0.0226461148830189 -0.995107750943396 0.312818056962264 0.0335066630164151 0.0218909776603774 0.047176657154717 0.0337135375471698 -0.686023441886792 0.199142811132075 0.0490011909245283 -0.993545257735849 -0.979607453396226 -0.981477272264151 -0.989420692830189 -0.985383449245283 -0.981390010377359 -0.99403470245283 -0.986617126226415 -0.990905594150943 -0.987514794339623 -0.984892898867925 -0.989762829245283 -0.993900081698113 -0.994851310566038 -0.99446262 -0.985095528867925 -0.985095528867925 -0.991929013962264 -0.977724943207547 -0.994976480754717 -0.993617519433962 -0.979442175660377 -0.979856309056604 -0.994529321132075 -0.987868344528302 -0.991250494339623 -0.988066613207547 -0.983435199433962 -0.99109324490566 -0.98545108754717 -0.991530693207547 -0.977473359811321 -0.994835148301887
"WALKING_DOWNSTAIRS" "LAYING" 0.270851168548387 -0.0185031166833871 -0.109290574145161 0.855009657096774 -0.118436839096774 -0.136867928822581 0.0766046622612903 0.018428866395 0.0243059335419355 -0.0170311090258065 -0.0833153154193548 0.0840131091919355 -0.102672715283871 -0.0385631045903226 -0.0453508991645161 -0.198774431548387 -0.198774431548387 -0.34273830516129 -0.376934743064516 -0.546464403064516 -0.392020405177419 -0.130457000918871 -0.416669522096774 -0.402400861887097 0.0105244349324194 -0.0830230681583871 -0.452792822096774 -0.254631274322581 -0.550074707741935 -0.397973518064516 -0.381756913354839 -0.418817581822581 -0.443251909516129 -0.519276847580645 -0.436790323870968 -0.0957751308774194 -0.0859710359612903 -0.134731063854839 -0.456498225532258 0.159609461709677 -0.378290516451613 0.0524949664103226 -0.548262358548387 0.322639824887097 -0.608735096451613 0.153667795475806 0.0670126157419355 -0.009223778 0.0859644299032258 -0.0231860464516129 -0.6554279 0.159170455645161 0.115563357290323 -0.352623631596774 -0.084250185005 -0.308259404032258 -0.981040246129032 -0.970720467419355 -0.956621584516129 -0.388434383064516 -0.159909274232258 -0.560994869354839 -0.512197931935484 -0.485411185967742 -0.425496859354839 -0.466036146290323 -0.58756195483871 -0.554576390483871 -0.486954886919355 -0.486954886919355 -0.320763136935484 -0.551812747741935 -0.569541442580645 -0.338654346919355 -0.118594266033871 -0.305745493870968 -0.377512394354839 -0.115265177658065 -0.570620587903226 -0.536050663709677 -0.470306107258064 -0.475020900645161 -0.585216993548387 -0.259175922112903 -0.63902265483871 -0.552755657096774
